Project,Path,Class,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,NSmells,SmellDensity,Touches,TotalTouches,IssueTouches,TotalIssueTouches,Authors,TotalAuthors,AddedLines,DeletedLines,Churn,TotalChurn,prevCodeSmells,AgeInReleases,prevBuggy,Buggy
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java/,"org.apache.avro.mapred.HadoopReducer.ReduceCollector",release-1.5.0,13,5,2,0,1,7,1,10,8.0,11.0,33.0,0.7142857142857143,23.571428571428573,0,0,0,1,0,0,1,0.0769,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.BufferAccessor",release-1.5.0,66,38,14,6,2,9,18,35,11.0,53.0,183.34987578777677,3.888888888888889,713.0272947302429,1,0,1,1,0,2,4,0.0606,3,3,3,3,2,2,61,72,133,133,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java/,"org.apache.avro.specific.SpecificDatumWriter",release-1.5.0,31,14,7,1,1,11,1,23,12.0,24.0,86.03910001730776,1.0454545454545454,89.94996819991266,1,0,0,1,0,0,1,0.0323,2,2,2,2,2,2,3,1,4,4,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder",release-1.5.0,87,38,18,3,4,23,5,51,27.0,56.0,266.27370012115426,4.434782608695652,1180.8659744503364,1,0,0,1,0,0,1,0.0115,3,3,3,3,1,1,51,190,241,241,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java/,"org.apache.avro.ipc.trace.TraceCollection.TraceNodeStats",release-1.5.0,78,43,14,0,3,27,14,66,30.0,80.0,392.5512476486815,3.666666666666667,1439.3545747118324,0,0,1,1,0,0,2,0.0256,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCPlugin.java/,"org.apache.avro.ipc.RPCPlugin",release-1.5.0,51,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Trace.java/,"org.apache.avro.ipc.trace.Trace.NodeComparator",release-1.5.0,25,9,2,1,1,10,1,18,11.0,19.0,65.72920075410866,0.9,59.1562806786978,1,0,1,1,0,0,2,0.0800,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java/,"org.apache.avro.file.DeflateCodec.Option",release-1.5.0,12,4,2,0,1,1,1,2,2.0,3.0,3.0,1.0,3.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java/,"org.apache.avro.ipc.trace.SpanAggregator",release-1.5.0,142,68,12,9,5,40,14,133,45.0,147.0,807.3024051604622,8.3125,6710.701242896342,4,1,1,1,0,4,7,0.0493,1,1,1,1,1,1,1,2,3,3,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java/,"org.apache.avro.mapred.tether.TetheredProcess",release-1.5.0,86,46,8,5,4,57,14,106,61.0,120.0,711.6884805075464,3.719298245614035,2646.9817169754356,1,0,1,1,0,1,3,0.0349,2,2,2,2,1,1,2,2,4,4,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/Encoder.java/,"org.apache.avro.io.Encoder",release-1.5.0,239,10,23,1,0,8,0,16,8.0,16.0,48.0,0.0,0.0,1,0,1,1,0,0,2,0.0084,3,3,3,3,2,2,6,7,13,13,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/Ipc.java/,"org.apache.avro.ipc.Ipc",release-1.5.0,28,13,7,4,1,10,2,34,11.0,36.0,124.53953827094271,1.7,211.7172150606026,2,0,0,1,0,0,1,0.0357,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Kind",release-1.5.0,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Names",release-1.5.0,34,26,11,3,3,13,7,32,16.0,39.0,156.0,3.6923076923076925,576.0,2,0,0,1,0,0,1,0.0294,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileInputFormat.java/,"org.apache.avro.mapred.SequenceFileInputFormat",release-1.5.0,12,3,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,1,0,0,1,0.0833,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/generic/IndexedRecord.java/,"org.apache.avro.generic.IndexedRecord",release-1.5.0,10,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol.Message",release-1.5.0,67,44,14,2,5,31,7,56,36.0,63.0,325.70527509086565,4.516129032258064,1470.9270487974577,1,0,1,1,0,3,5,0.0746,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.ResolvingAction",release-1.5.0,16,5,2,0,1,5,2,10,6.0,12.0,31.019550008653873,1.0,31.019550008653873,0,0,0,1,0,0,1,0.0625,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.NamedSchema",release-1.5.0,57,48,18,6,4,30,10,69,34.0,79.0,401.90956445877686,4.6,1848.7839965103733,2,0,1,1,0,9,11,0.1930,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/DataFileReadTool.java/,"org.apache.avro.tool.DataFileReadTool",release-1.5.0,43,26,4,1,1,26,1,40,27.0,41.0,194.95038758870223,0.7692307692307693,149.96183660669402,1,0,0,1,0,0,1,0.0233,2,2,2,2,1,1,3,5,8,8,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/Responder.java/,"org.apache.avro.ipc.Responder",release-1.5.0,207,117,25,12,5,93,42,274,98.0,316.0,2090.248310740406,7.365591397849462,15395.914976958904,1,1,1,1,0,2,5,0.0242,8,8,8,8,2,2,29,19,48,48,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.FieldOrderAction",release-1.5.0,6,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,2,2,0.3333,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.FixedSchema",release-1.5.0,27,26,9,4,6,27,9,46,33.0,55.0,277.44167656471495,5.111111111111111,1418.0352357752097,1,0,0,1,0,4,5,0.1852,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/FileReader.java/,"org.apache.avro.file.FileReader",release-1.5.0,23,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java/,"org.apache.avro.tool.RpcReceiveTool",release-1.5.0,132,49,10,5,4,58,13,118,62.0,131.0,779.9997166606807,4.068965517241379,3173.791950550356,2,0,0,1,1,1,3,0.0227,3,3,3,3,1,1,5,3,8,8,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java/,"org.apache.avro.ipc.trace.TracePlugin.StorageType",release-1.5.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,2,2,2,2,1,1,3,3,6,6,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java/,"org.apache.avro.tool.RpcReceiveTool.SinkResponder",release-1.5.0,44,30,3,1,1,32,1,54,33.0,55.0,277.44167656471495,0.84375,234.09141460147825,1,0,0,1,0,0,1,0.0227,3,3,3,3,1,1,5,3,8,8,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java/,"org.apache.avro.mapred.Pair",release-1.5.0,486,241,112,8,5,58,24,639,63.0,663.0,3962.936589280445,27.543103448275865,109151.57243750882,1,0,1,1,0,0,2,0.0041,2,2,2,2,2,2,70,0,70,70,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/SkipParser.java/,"org.apache.avro.io.parsing.SkipParser",release-1.5.0,69,28,7,3,7,16,10,35,23.0,45.0,203.5602880225656,7.65625,1558.508455172768,3,0,1,1,0,0,2,0.0290,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/Util.java/,"org.apache.avro.tool.Util",release-1.5.0,81,41,10,6,1,29,2,60,30.0,62.0,304.22721692772814,1.0344827586206897,314.7178106148912,3,0,0,1,0,4,5,0.0617,2,2,2,2,2,2,6,5,11,11,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketServer.java/,"org.apache.avro.ipc.SaslSocketServer",release-1.5.0,68,13,4,0,1,14,1,19,15.0,20.0,78.13781191217038,0.6785714285714286,53.022086654687044,0,0,0,1,0,12,13,0.1912,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileReader.java/,"org.apache.avro.mapred.SequenceFileReader",release-1.5.0,197,102,22,6,6,55,21,195,61.0,216.0,1281.0392649135836,10.636363636363637,13625.599454080844,1,0,1,1,0,11,13,0.0660,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java/,"org.apache.avro.tool.DataFileGetSchemaTool",release-1.5.0,26,12,4,1,1,15,1,19,16.0,20.0,80.0,0.6333333333333333,50.666666666666664,1,0,0,1,0,0,1,0.0385,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroWrapper.java/,"org.apache.avro.mapred.AvroWrapper",release-1.5.0,36,25,13,6,4,10,9,28,14.0,37.0,140.87213211613133,5.6,788.8839398503354,2,0,0,1,0,2,3,0.0833,2,2,2,2,2,2,3,0,3,3,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java/,"org.apache.avro.ipc.stats.FloatHistogram",release-1.5.0,30,17,6,2,6,13,11,25,19.0,36.0,152.92539048396907,5.769230769230769,882.2618681767447,1,0,0,1,0,0,1,0.0333,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/,"org.apache.avro.ipc.NettyTransceiver",release-1.5.0,211,53,12,1,3,50,5,82,53.0,87.0,498.32907954699834,2.46,1225.889535685616,1,0,0,1,0,2,3,0.0142,3,3,3,3,2,2,8,2,10,10,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java/,"org.apache.avro.ipc.NettyServer.NettyServerAvroHandler",release-1.5.0,44,25,6,2,1,26,1,46,27.0,47.0,223.47971260168305,0.8846153846153846,197.69359191687346,1,0,0,1,0,2,3,0.0682,2,2,2,2,2,2,6,2,8,8,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java/,"org.apache.avro.ipc.NettyServer",release-1.5.0,103,23,5,0,1,32,3,46,33.0,49.0,247.1753118485642,0.71875,177.65725539115553,0,0,0,1,0,2,3,0.0291,2,2,2,2,2,2,6,2,8,8,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java/,"org.apache.avro.ipc.trace.TracePlugin.TraceResponder",release-1.5.0,18,6,3,0,1,5,1,5,6.0,6.0,15.509775004326936,0.5,7.754887502163468,0,0,0,0,0,0,0,0.0000,2,2,2,2,1,1,3,3,6,6,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/ResolvingDecoder.java/,"org.apache.avro.io.ResolvingDecoder",release-1.5.0,227,124,37,24,4,40,26,173,44.0,199.0,1086.4268921088221,8.65,9397.592616741313,6,0,1,1,1,0,3,0.0132,2,2,2,2,2,2,14,8,22,22,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java/,"org.apache.avro.reflect.ReflectData",release-1.5.0,427,304,97,63,12,179,88,690,191.0,778.0,5895.2396282118125,23.12849162011173,136348.0003396475,11,1,1,1,0,4,7,0.0164,3,3,3,3,2,2,2,1,3,3,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/io/EncoderFactory.java/,"org.apache.avro.io.EncoderFactory",release-1.5.0,294,44,18,7,7,20,26,67,27.0,93.0,442.20453770120264,11.725,5184.848204546601,1,0,1,1,0,2,4,0.0136,3,3,3,3,2,2,353,17,370,370,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol.TwoWayMessage",release-1.5.0,41,28,10,3,5,24,8,49,29.0,57.0,276.90491672227165,5.104166666666666,1413.3688457699282,1,0,1,1,0,0,2,0.0488,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.BooleanSchema",release-1.5.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileReader.java/,"org.apache.avro.mapred.SequenceFileReader.WritableData",release-1.5.0,14,7,4,1,0,6,0,9,6.0,9.0,23.264662506490403,0.0,0.0,1,0,0,1,0,0,1,0.0714,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.BytesSchema",release-1.5.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java/,"org.apache.avro.mapred.HadoopCombiner.PairCollector",release-1.5.0,15,6,2,0,1,8,1,15,9.0,16.0,50.718800023077,0.9375,47.548875021634686,0,0,0,1,0,0,1,0.0667,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericResponder.java/,"org.apache.avro.ipc.generic.GenericResponder",release-1.5.0,35,14,7,1,1,14,1,24,15.0,25.0,97.67226489021297,0.8571428571428571,83.71908419161112,1,0,0,1,0,1,2,0.0571,2,2,2,2,2,2,19,6,25,25,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransportCodec.java/,"org.apache.avro.ipc.NettyTransportCodec.NettyDataPack",release-1.5.0,28,12,6,0,1,2,4,6,3.0,10.0,15.849625007211563,1.5,23.774437510817343,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.FloatSchema",release-1.5.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/LengthLimitedInputStream.java/,"org.apache.avro.file.LengthLimitedInputStream",release-1.5.0,61,34,12,5,7,17,14,47,24.0,61.0,279.6827125439906,9.676470588235293,2706.3415419697913,2,0,0,1,0,1,2,0.0328,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DataFileConstants.java/,"org.apache.avro.file.DataFileConstants",release-1.5.0,17,1,1,0,2,12,2,13,14.0,15.0,57.110323830864054,1.0833333333333333,61.869517483436056,0,0,0,0,0,0,0,0.0000,2,2,2,2,2,2,3,1,4,4,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.Segmenter",release-1.5.0,27,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/Union.java/,"org.apache.avro.reflect.Union",release-1.5.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Stopwatch.java/,"org.apache.avro.ipc.stats.Stopwatch.SystemTicks",release-1.5.0,6,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,1,0,0,1,0.1667,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java/,"org.apache.avro.ipc.trace.TraceCollection",release-1.5.0,252,81,22,9,10,46,32,123,56.0,155.0,900.1400129189287,13.369565217391305,12034.480607503068,2,0,1,1,0,6,8,0.0317,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.LockableArrayList",release-1.5.0,67,36,14,1,1,17,1,31,18.0,32.0,133.437600046154,0.9117647058823529,121.66369415972864,1,0,0,0,0,8,8,0.1194,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java/,"org.apache.avro.AvroRuntimeException",release-1.5.0,7,6,3,0,0,2,0,4,2.0,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java/,"org.apache.avro.mapred.AvroOutputFormat",release-1.5.0,73,27,7,3,2,50,2,95,52.0,97.0,552.942652659686,1.9,1050.5910400534033,1,0,0,1,0,0,1,0.0137,3,3,3,3,2,2,14,2,16,16,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/ParsingDecoder.java/,"org.apache.avro.io.ParsingDecoder",release-1.5.0,48,45,17,13,2,19,14,44,21.0,58.0,254.75441052116813,2.3157894736842106,589.9575822595473,12,0,1,1,0,0,2,0.0417,2,2,2,2,2,2,3,1,4,4,0,1,no,no
avro,/lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java/,"org.apache.avro.mojo.ProtocolMojo",release-1.5.0,35,6,3,0,0,8,0,9,8.0,9.0,27.0,0.0,0.0,0,0,0,1,0,2,3,0.0857,2,2,2,2,1,1,67,1,68,68,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroUtf8InputFormat.java/,"org.apache.avro.mapred.AvroUtf8InputFormat.Utf8LineRecordReader",release-1.5.0,49,20,8,1,1,18,1,27,19.0,28.0,118.94197037642039,0.75,89.20647778231529,1,0,0,1,0,0,1,0.0204,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketTransceiver.java/,"org.apache.avro.ipc.SocketTransceiver",release-1.5.0,82,55,19,9,5,38,10,86,43.0,96.0,520.9214164514015,5.657894736842105,2947.318540448719,3,0,0,1,0,2,3,0.0366,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.MapSchema",release-1.5.0,25,21,7,2,5,21,6,38,26.0,44.0,206.81934759820808,4.523809523809524,935.611334372846,1,0,0,1,0,4,5,0.2000,4,4,4,4,2,2,11,3,14,14,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Repeater",release-1.5.0,25,12,3,0,2,15,3,28,17.0,31.0,126.71134807876054,1.8666666666666667,236.52784974701967,0,0,0,1,0,1,2,0.0800,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java/,"org.apache.avro.mapred.tether.TetherKeySerialization",release-1.5.0,57,6,3,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,1,0,1,2,0.0351,3,3,3,3,2,2,5,4,9,9,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java/,"org.apache.avro.reflect.ReflectDatumWriter",release-1.5.0,79,44,16,5,5,33,8,71,38.0,79.0,414.58627356204323,5.378787878787879,2229.971622947354,1,0,0,1,0,5,6,0.0759,3,3,3,3,2,2,5,3,8,8,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java/,"org.apache.avro.reflect.ReflectData.AllowNull",release-1.5.0,12,5,2,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,1,1,0.0833,3,3,3,3,2,2,2,1,3,3,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream.DataBlock",release-1.5.0,55,31,9,0,2,22,12,51,24.0,63.0,288.8526375454329,2.3181818181818183,669.6129324916855,0,0,1,1,0,1,3,0.0545,4,4,4,4,2,2,44,21,65,65,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java/,"org.apache.avro.mapred.AvroSerialization.AvroWrapperDeserializer",release-1.5.0,32,15,7,1,2,12,6,27,14.0,33.0,125.64271242790092,2.25,282.69610296277705,1,0,0,1,0,1,2,0.0625,4,4,4,4,2,2,17,8,25,25,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroCollector.java/,"org.apache.avro.mapred.AvroCollector",release-1.5.0,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/,"org.apache.avro.io.parsing.ValidatingGrammarGenerator.LitS",release-1.5.0,17,8,4,1,3,4,3,7,7.0,10.0,28.07354922057604,2.625,73.69306670401211,1,0,0,1,0,2,3,0.1765,2,2,2,2,2,2,1,1,2,2,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecord.java/,"org.apache.avro.specific.SpecificRecord",release-1.5.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java/,"org.apache.avro.ipc.stats.StatsPlugin",release-1.5.0,183,81,18,7,4,67,18,181,71.0,199.0,1223.7996767814318,5.402985074626866,6612.171387983259,1,0,1,1,1,0,3,0.0164,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java/,"org.apache.avro.mapred.tether.TetherData",release-1.5.0,19,11,6,0,1,3,3,6,4.0,9.0,18.0,1.0,18.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java/,"org.apache.avro.tool.SpecificCompilerTool",release-1.5.0,33,22,6,3,1,22,1,37,23.0,38.0,171.8953543301665,0.8409090909090909,144.54836614127638,2,0,0,1,0,2,3,0.0909,2,2,2,2,1,1,64,0,64,64,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.WriterUnionAction",release-1.5.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream",release-1.5.0,318,153,42,20,10,81,50,217,91.0,267.0,1737.581168933052,13.395061728395062,23275.007015955078,3,0,1,1,1,3,6,0.0189,4,4,4,4,2,2,44,21,65,65,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java/,"org.apache.avro.file.DeflateCodec",release-1.5.0,107,54,17,5,4,39,13,80,43.0,93.0,504.6426221872951,4.102564102564102,2070.3287064094156,1,0,0,1,0,1,2,0.0187,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java/,"org.apache.avro.specific.SpecificData",release-1.5.0,166,116,52,23,8,88,42,235,96.0,277.0,1824.0346126997601,10.681818181818182,19484.006090201983,12,1,1,1,0,1,4,0.0241,3,3,3,3,2,2,8,0,8,8,0,1,no,yes
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/,"org.apache.avro.ipc.NettyTransceiver.NettyClientAvroHandler",release-1.5.0,42,22,7,3,1,29,1,42,30.0,43.0,210.99629561116632,0.7241379310344828,152.7904209598101,1,0,0,1,0,2,3,0.0714,3,3,3,3,2,2,8,2,10,10,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/Nullable.java/,"org.apache.avro.reflect.Nullable",release-1.5.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java/,"org.apache.avro.tool.FromTextTool",release-1.5.0,58,32,6,3,3,53,5,76,56.0,81.0,470.39574868666597,2.150943396226415,1011.7946292505645,1,0,0,1,1,0,2,0.0345,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BufferedBinaryEncoder.java/,"org.apache.avro.io.BufferedBinaryEncoder.ByteSink",release-1.5.0,7,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,2,2,2,2,2,2,206,1,207,207,0,1,no,no
