Project,Path,Class,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,NSmells,SmellDensity,Touches,TotalTouches,IssueTouches,TotalIssueTouches,Authors,TotalAuthors,AddedLines,DeletedLines,Churn,TotalChurn,prevCodeSmells,AgeInReleases,prevBuggy,Buggy
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/,"org.apache.avro.ipc.stats.Stopwatch.Ticks",release-1.3.0,7,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/DeflateCodec.java/,"org.apache.avro.file.DeflateCodec",release-1.3.0,104,52,16,8,5,32,19,88,37.0,107.0,557.4115101222976,6.875,3832.204132090796,2,0,0,1,0,0,1,0.0096,0,5,0,5,0,2,0,0,0,223,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java/,"org.apache.avro.io.parsing.JsonGrammarGenerator",release-1.3.0,69,27,18,2,6,41,13,95,47.0,108.0,599.8955959811849,6.951219512195122,4170.005972064334,2,0,1,1,1,0,3,0.0435,0,5,0,5,0,2,0,0,0,24,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/NullCodec.java/,"org.apache.avro.file.NullCodec.Option",release-1.3.0,6,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,5,0,5,0,2,0,0,0,114,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Field.Order",release-1.3.0,5,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.WriterUnionAction",release-1.3.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,10,0,10,0,2,0,0,0,266,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.BooleanSchema",release-1.3.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.EnumAdjustAction",release-1.3.0,7,3,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,2,2,0.2857,0,10,0,10,0,2,0,0,0,266,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.ImplicitAction",release-1.3.0,17,5,2,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,0,0,0.0000,0,10,0,10,0,2,0,0,0,266,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.LockableArrayList",release-1.3.0,67,36,14,1,1,17,1,31,18.0,32.0,133.437600046154,0.9117647058823529,121.66369415972864,1,0,0,0,0,8,8,0.1194,0,7,0,7,0,3,0,0,0,292,8,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/,"org.apache.avro.file.DataFileWriter.BufferedFileOutputStream.PositionFilter",release-1.3.0,7,5,2,0,1,6,1,8,7.0,9.0,25.26619429851844,0.6666666666666666,16.844129532345626,0,0,0,1,0,1,2,0.2857,0,6,0,6,0,2,0,0,0,218,1,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Parser.java/,"org.apache.avro.io.parsing.Parser.ActionHandler",release-1.3.0,13,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,6,0,6,0,2,0,0,0,216,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.Segmenter",release-1.3.0,16,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java/,"org.apache.avro.ipc.HttpTransceiver",release-1.3.0,81,53,13,4,8,47,21,121,55.0,142.0,820.9530793205017,10.297872340425531,8454.070008321762,3,0,0,1,0,0,1,0.0123,0,2,0,2,0,1,0,0,0,7,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.NamedSchema",release-1.3.0,38,32,13,4,5,21,8,47,26.0,55.0,258.5241844977601,5.595238095238095,1446.504365642229,2,0,1,1,0,7,9,0.2368,0,7,0,7,0,3,0,0,0,292,7,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.ByteSource",release-1.3.0,151,52,15,3,7,27,26,107,34.0,133.0,676.6325578862952,13.87037037037037,9385.144182533984,2,0,1,1,0,0,2,0.0132,0,4,0,4,0,2,0,0,0,1012,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/,"org.apache.avro.specific.SpecificCompiler.OutputFile",release-1.3.0,20,10,1,0,0,9,0,12,9.0,12.0,38.03910001730775,0.0,0.0,0,0,0,1,0,1,2,0.1000,0,4,0,4,0,2,0,0,0,33,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java/,"org.apache.avro.reflect.ReflectRequestor",release-1.3.0,44,15,7,0,0,14,0,30,14.0,30.0,114.22064766172811,0.0,0.0,0,0,0,1,0,0,1,0.0227,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/util/Utf8.java/,"org.apache.avro.util.Utf8",release-1.3.0,68,49,17,7,8,22,18,58,30.0,76.0,372.92368526624745,10.545454545454545,3932.6497718986093,2,0,1,1,0,6,8,0.1176,0,3,0,3,0,1,0,0,0,7,6,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/DecoderFactory.java/,"org.apache.avro.io.DecoderFactory",release-1.3.0,201,49,16,8,8,21,18,60,29.0,78.0,378.92251761995067,11.428571428571429,4330.543058513722,3,0,0,1,0,1,2,0.0100,0,1,0,1,0,1,0,0,0,232,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/DatumReader.java/,"org.apache.avro.io.DatumReader",release-1.3.0,11,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/AvroTypeException.java/,"org.apache.avro.AvroTypeException",release-1.3.0,6,4,2,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/Transceiver.java/,"org.apache.avro.ipc.Transceiver",release-1.3.0,17,4,5,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,1,1,0.0588,0,1,0,1,0,1,0,0,0,0,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/CodecFactory.java/,"org.apache.avro.file.CodecFactory",release-1.3.0,50,18,8,1,2,21,2,25,23.0,27.0,122.13617281353935,1.1904761904761905,145.400205730404,1,0,0,1,0,0,1,0.0200,0,2,0,2,0,2,0,0,0,76,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java/,"org.apache.avro.reflect.ReflectDatumWriter",release-1.3.0,91,50,17,4,5,37,8,78,42.0,86.0,463.73929835897343,5.27027027027027,2444.0314372972925,1,0,0,1,0,5,6,0.0659,0,1,0,1,0,1,0,0,0,0,5,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileReader.java/,"org.apache.avro.file.DataFileReader",release-1.3.0,137,38,10,4,10,27,26,65,37.0,91.0,474.0602562722345,12.037037037037038,5706.280862536157,3,0,0,1,0,1,2,0.0146,0,3,0,3,0,1,0,0,0,126,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/Responder.java/,"org.apache.avro.ipc.Responder",release-1.3.0,164,89,18,7,5,77,31,209,82.0,240.0,1525.8124811083403,6.7857142857142865,10353.727550378024,1,1,1,1,0,0,3,0.0183,0,3,0,3,0,1,0,0,0,24,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericArray.java/,"org.apache.avro.generic.GenericArray",release-1.3.0,15,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/,"org.apache.avro.specific.SpecificCompiler",release-1.3.0,380,204,85,15,8,218,75,613,226.0,688.0,5380.2831261416495,11.247706422018348,60515.84507018039,2,1,1,1,0,4,7,0.0184,0,4,0,4,0,2,0,0,0,33,4,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java/,"org.apache.avro.ipc.DatagramTransceiver",release-1.3.0,53,33,7,2,4,35,8,67,39.0,75.0,396.40516641466866,3.8285714285714287,1517.665494273303,2,0,0,1,0,2,3,0.0566,0,2,0,2,0,1,0,0,0,3,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.BytesSchema",release-1.3.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder.ReuseByteWriter",release-1.3.0,12,5,2,0,1,5,1,8,6.0,9.0,23.264662506490403,0.8,18.611730005192324,0,0,0,1,0,0,1,0.0833,0,2,0,2,0,2,0,0,0,4,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData.Record",release-1.3.0,38,33,15,5,5,28,13,59,33.0,72.0,363.1963765938086,5.267857142857143,1913.2666266995277,1,0,0,1,0,0,1,0.0263,0,6,0,6,0,3,0,0,0,62,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificResponder.java/,"org.apache.avro.specific.SpecificResponder",release-1.3.0,71,40,10,1,2,35,6,70,37.0,76.0,395.9184557878002,2.0,791.8369115756004,1,0,0,1,0,0,1,0.0141,0,3,0,3,0,2,0,0,0,20,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.SkipAction",release-1.3.0,13,4,2,0,1,4,1,5,5.0,6.0,13.931568569324174,0.625,8.707230355827608,0,0,0,1,0,0,1,0.0769,0,10,0,10,0,2,0,0,0,266,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/SeekableInput.java/,"org.apache.avro.file.SeekableInput",release-1.3.0,14,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java/,"org.apache.avro.ipc.stats.StatsPlugin",release-1.3.0,82,29,9,2,3,40,6,61,43.0,67.0,363.55973856504056,2.2874999999999996,831.6429019675302,1,0,0,1,0,0,1,0.0122,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"org.apache.avro.ipc.SocketServer.Connection",release-1.3.0,28,20,3,1,1,19,1,23,20.0,24.0,103.72627427729671,0.6052631578947368,62.781692325732216,1,0,0,1,0,1,2,0.0714,0,2,0,2,0,1,0,0,0,3,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectData.java/,"org.apache.avro.reflect.ReflectData.AllowNull",release-1.3.0,14,5,2,0,0,10,0,12,10.0,12.0,39.863137138648355,0.0,0.0,0,0,0,1,0,2,3,0.2143,0,5,0,5,0,2,0,0,0,67,1,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/specific/SpecificFixed.java/,"org.apache.avro.specific.SpecificFixed",release-1.3.0,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.IntSchema",release-1.3.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/generic/IndexedRecord.java/,"org.apache.avro.generic.IndexedRecord",release-1.3.0,6,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,26,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/tool/GenAvroTool.java/,"org.apache.avro.tool.GenAvroTool",release-1.3.0,45,27,6,3,8,31,14,75,39.0,89.0,470.4007974787401,9.67741935483871,4552.265782052324,1,0,0,1,0,3,4,0.0889,0,2,0,2,0,1,0,0,0,2,3,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.UnionAdjustAction",release-1.3.0,15,5,2,0,1,5,2,7,6.0,9.0,23.264662506490403,0.7,16.28526375454328,0,0,0,1,0,0,1,0.0667,0,10,0,10,0,2,0,0,0,266,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.ArraySchema",release-1.3.0,25,21,7,2,5,21,6,37,26.0,43.0,202.11890788006698,4.404761904761905,890.2856656621999,1,0,0,1,0,4,5,0.2000,0,7,0,7,0,3,0,0,0,292,4,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/tool/RpcSendTool.java/,"org.apache.avro.tool.RpcSendTool",release-1.3.0,78,49,9,4,3,63,7,121,66.0,128.0,773.682447277882,2.880952380952381,2228.942288586279,2,0,0,1,1,1,3,0.0385,0,2,0,2,0,1,0,0,0,51,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/,"org.apache.avro.io.DirectBinaryDecoder.ByteReader",release-1.3.0,14,11,2,1,4,12,5,23,16.0,28.0,112.0,3.8333333333333335,429.33333333333337,1,0,0,1,1,0,2,0.1429,0,1,0,1,0,1,0,0,0,203,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/,"org.apache.avro.ipc.SocketServer",release-1.3.0,79,31,6,1,2,34,6,49,36.0,55.0,284.3458750793272,1.4411764705882353,409.792584673148,1,0,0,1,0,5,6,0.0759,0,2,0,2,0,1,0,0,0,3,5,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream.DataBlock",release-1.3.0,10,4,1,0,1,2,3,3,3.0,6.0,9.509775004326938,0.75,7.132331253245203,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,2,0,0,0,210,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/,"org.apache.avro.specific.SpecificCompiler.SpecificCompilerTool",release-1.3.0,32,22,6,3,1,21,1,35,22.0,36.0,160.5395382709427,0.8333333333333334,133.78294855911892,2,0,0,1,0,2,3,0.0938,0,4,0,4,0,2,0,0,0,33,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/ProtocolTask.java/,"org.apache.avro.specific.ProtocolTask",release-1.3.0,48,31,10,4,6,28,10,50,34.0,60.0,305.2477704750204,5.357142857142858,1635.255913259038,2,0,0,1,0,4,5,0.1042,0,1,0,1,0,1,0,0,0,0,4,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/,"org.apache.avro.ipc.SocketTransceiver",release-1.3.0,66,43,12,5,3,36,4,75,39.0,79.0,417.54677529011764,3.125,1304.8336727816177,2,0,0,1,0,2,3,0.0455,0,2,0,2,0,1,0,0,0,3,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder",release-1.3.0,584,294,72,40,16,83,161,542,99.0,703.0,4660.437703915965,52.24096385542169,243465.7576407184,4,1,1,1,0,2,5,0.0086,0,2,0,2,0,2,0,0,0,18,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/Stringable.java/,"org.apache.avro.reflect.Stringable",release-1.3.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Alternative",release-1.3.0,42,25,10,4,5,14,9,34,19.0,43.0,182.66088307807416,6.071428571428571,1109.012504402593,3,0,1,1,0,1,3,0.0714,0,10,0,10,0,2,0,0,0,266,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Root",release-1.3.0,14,7,2,0,2,9,2,15,11.0,17.0,58.81033751683406,1.6666666666666667,98.01722919472344,0,0,0,0,0,1,1,0.0714,0,10,0,10,0,2,0,0,0,266,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream",release-1.3.0,227,133,36,18,10,81,41,195,91.0,236.0,1535.8395350868923,12.037037037037038,18486.957366786668,3,0,1,1,0,6,8,0.0352,0,7,0,7,0,2,0,0,0,210,7,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java/,"org.apache.avro.ipc.ByteBufferInputStream",release-1.3.0,59,37,12,7,8,20,12,59,28.0,71.0,341.32219946608984,11.8,4027.6019536998606,2,0,0,1,0,2,3,0.0508,0,1,0,1,0,1,0,0,0,0,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/JsonDecoder.java/,"org.apache.avro.io.JsonDecoder",release-1.3.0,390,281,75,38,8,88,69,415,96.0,484.0,3187.1218503490395,18.863636363636363,60120.707631584155,4,0,1,1,1,0,3,0.0077,0,6,0,6,0,2,0,0,0,16,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SchemaTask.java/,"org.apache.avro.specific.SchemaTask",release-1.3.0,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,1,0,0,1,0.2000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java/,"org.apache.avro.tool.DataFileGetSchemaTool",release-1.3.0,26,12,4,1,1,15,1,19,16.0,20.0,80.0,0.6333333333333333,50.666666666666664,1,0,0,1,0,0,1,0.0385,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/Codec.java/,"org.apache.avro.file.Codec",release-1.3.0,23,2,6,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,4,0,4,0,2,0,0,0,80,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericRequestor.java/,"org.apache.avro.generic.GenericRequestor",release-1.3.0,24,8,4,0,0,9,0,14,9.0,14.0,44.37895002019238,0.0,0.0,0,0,0,1,0,0,1,0.0417,0,2,0,2,0,1,0,0,0,14,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java/,"org.apache.avro.specific.SpecificRecordBase",release-1.3.0,31,14,10,3,3,12,4,23,15.0,27.0,105.48604608143,2.875,303.2723824841113,1,0,0,1,0,0,1,0.0323,0,2,0,2,0,1,0,0,0,7,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/,"org.apache.avro.io.parsing.ResolvingGrammarGenerator",release-1.3.0,409,212,83,27,12,127,64,520,139.0,584.0,4157.461586470528,24.566929133858267,102136.06417155944,3,1,1,1,1,9,13,0.0318,0,10,0,10,0,2,0,0,0,202,9,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/tool/Main.java/,"org.apache.avro.tool.Main",release-1.3.0,68,33,8,4,4,46,13,91,50.0,104.0,586.9610437365714,3.9565217391304346,2322.3241295664343,2,0,1,1,0,6,8,0.1176,0,3,0,3,0,2,0,0,0,20,6,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/,"org.apache.avro.ipc.stats.Stopwatch",release-1.3.0,54,20,8,4,4,7,11,21,11.0,32.0,110.70181179639353,6.0,664.2108707783611,2,0,0,1,0,0,1,0.0185,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java/,"org.apache.avro.tool.DataFileWriteTool",release-1.3.0,59,38,6,3,2,47,3,68,49.0,71.0,398.6443989321798,1.446808510638298,576.7621090933666,1,0,0,1,0,1,2,0.0339,0,2,0,2,0,2,0,0,0,26,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Repeater",release-1.3.0,25,12,3,0,2,15,3,28,17.0,31.0,126.71134807876054,1.8666666666666667,236.52784974701967,0,0,0,1,0,1,2,0.0800,0,10,0,10,0,2,0,0,0,266,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource",release-1.3.0,111,66,16,6,11,32,34,100,43.0,134.0,727.1194771300811,17.1875,12497.366013173269,1,0,1,1,0,0,2,0.0180,0,4,0,4,0,2,0,0,0,1012,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java/,"org.apache.avro.ipc.AvroRemoteException",release-1.3.0,17,9,5,0,2,4,2,11,6.0,13.0,33.60451250937503,2.75,92.41240940078133,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Names",release-1.3.0,34,26,11,3,3,13,7,32,16.0,39.0,156.0,3.6923076923076925,576.0,2,0,0,1,0,0,1,0.0294,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/ParsingDecoder.java/,"org.apache.avro.io.ParsingDecoder",release-1.3.0,46,45,17,13,2,19,14,44,21.0,58.0,254.75441052116813,2.3157894736842106,589.9575822595473,12,0,1,1,0,0,2,0.0435,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData.Array",release-1.3.0,63,53,20,7,10,37,25,89,47.0,114.0,633.2231290912507,12.027027027027026,7615.7916877190955,1,0,0,1,0,7,8,0.1270,0,6,0,6,0,3,0,0,0,62,7,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Name",release-1.3.0,39,34,16,8,6,23,23,62,29.0,85.0,412.9283845858437,8.08695652173913,3339.3338927376926,2,0,1,1,0,4,6,0.1538,0,7,0,7,0,3,0,0,0,292,4,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/ipc/HttpServer.java/,"org.apache.avro.ipc.HttpServer",release-1.3.0,31,18,4,0,1,13,1,18,14.0,19.0,72.33974351909447,0.6923076923076923,50.08136089783463,0,0,0,1,0,0,1,0.0323,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/NullCodec.java/,"org.apache.avro.file.NullCodec",release-1.3.0,41,12,6,1,1,7,2,9,8.0,11.0,33.0,0.6428571428571429,21.214285714285715,1,0,0,1,0,0,1,0.0244,0,5,0,5,0,2,0,0,0,114,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.FloatSchema",release-1.3.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol",release-1.3.0,336,174,50,21,7,121,45,311,128.0,356.0,2492.0,8.995867768595042,22417.702479338845,2,0,1,1,0,8,10,0.0298,0,3,0,3,0,2,0,0,0,10,8,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java/,"org.apache.avro.reflect.ReflectResponder",release-1.3.0,20,8,4,0,0,7,0,13,7.0,13.0,36.49561398674886,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder.ByteWriter",release-1.3.0,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,2,0,0,0,4,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/tool/Util.java/,"org.apache.avro.tool.Util",release-1.3.0,40,17,4,1,0,14,0,18,14.0,18.0,68.53238859703687,0.0,0.0,1,0,0,1,0,1,2,0.0500,0,2,0,2,0,1,0,0,0,14,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/Union.java/,"org.apache.avro.reflect.Union",release-1.3.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData",release-1.3.0,458,250,107,47,11,122,57,510,133.0,567.0,4000.3451409291747,22.991803278688526,91975.1485271011,12,1,1,1,1,13,17,0.0371,0,6,0,6,0,3,0,0,0,62,13,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder",release-1.3.0,208,95,33,4,11,44,97,237,55.0,334.0,1930.9741443172363,29.625,57205.109025398124,1,0,1,1,1,5,8,0.0385,0,2,0,2,0,2,0,0,0,4,5,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.EntryIterator",release-1.3.0,25,8,4,0,2,8,2,10,10.0,12.0,39.863137138648355,1.25,49.82892142331045,0,0,0,1,0,0,1,0.0400,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java/,"org.apache.avro.tool.DataFileReadTool",release-1.3.0,44,26,4,1,1,23,1,35,24.0,36.0,165.05865002596164,0.7608695652173914,125.58810328062299,1,0,0,1,0,0,1,0.0227,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/tool/Tool.java/,"org.apache.avro.tool.Tool",release-1.3.0,24,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,1,0,0,0,2,0,3,no,no
